Identifiant,"Date (AAAA/MM/JJ)",Heure,Nom,"Région épicentrale",Choc,"X RGF93/L93","Y RGF93/L93","Latitude en WGS 84","Longitude en WGS 84","Intensité épicentrale","Qualité intensité épicentrale"
840106,1731/07/01,"7 h 45 min","COMTAT (CAVAILLON)",VAUCLUSE,REPLIQUE,863544.72,6305919.29,43.83,5.03,3,"INFORMATION ISOLÉE"
230044,1732/06/21,"12 h","HAUTE-MARCHE (JARNAGES)",LIMOUSIN,,662752.27,6570499.70,46.23,2.52,4,INCERTAINE
170025,1735/05/31,"21 h 30 min","AUNIS (BALLON)",CHARENTES,,394795.53,6559512.59,46.07,-0.95,4.5,"ASSEZ SURE"
880003,1735/06/10,"21 h","HAUTES-VOSGES (REMIREMONT)",VOSGES,,968309.11,6774593.11,48.02,6.60,5,"INFORMATION ISOLÉE"
730005,1736/04/23,,"MAURIENNE (FONTCOUVERTE)","ALPES SAVOYARDES",,958802.22,6466593.04,45.25,6.30,5.5,"INFORMATION ISOLÉE"
20012,1736/06/25,"20 h",SOISSONNAIS,PICARDIE,,724210.51,6920476.23,49.38,3.33,4.5,"INFORMATION ISOLÉE"
840007,1738/10/18,"16 h 15 min","COMTAT (CARPENTRAS)",VAUCLUSE,,864260.01,6330021.03,44.05,5.05,6,INCERTAINE
70002,1740/01/30,"11 h","HAUT-VIVARAIS (ANNONAY)",CEVENNES,,811095.17,6464031.93,45.27,4.42,5,ARBITRAIRE
60030,1740/08/29,"0 h 30 min","COTE D'AZUR (ANTIBES)","ALPES MARITIMES",,1032445.51,6284698.32,43.58,7.12,5,"INFORMATION ISOLÉE"
820001,1743/03/07,"21 h 15 min","BEARN ?","PYRENEES OCCIDENTALES","GROUPE DE SECOUSSES D UN ESSAIM",395382.74,6246213.43,43.25,-0.75,7,ARBITRAIRE
340005,1745/07/09,"15 h","BITTEROIS (BEZIERS)",LANGUEDOC,PRECURSEUR,717576.23,6250119.38,43.35,3.22,3,"INFORMATION ISOLÉE"
340006,1745/07/11,,"BITTEROIS (BEZIERS)",LANGUEDOC,,717576.23,6250119.38,43.35,3.22,4.5,"INFORMATION ISOLÉE"
330008,1746/09/07,"0 h 5 min","ENTRE-DEUX-MERS, BORDELAIS",GUYENNE,,428977.51,6426354.19,44.88,-0.43,5,ARBITRAIRE
850002,1747/08,,"ILE DE NOIRMOUTIER","PAYS NANTAIS ET VENDEEN",,301364.75,6668787.83,47.00,-2.25,5.5,"INFORMATION ISOLÉE"
370010,1749/10/11,"19 h 8 min","CHATELLERAUDAIS ?",POITOU,,527682.35,6609859.01,46.57,0.75,6,INCERTAINE
650037,1750/05/24,"22 h","BIGORRE (JUNCALAS)","PYRENEES CENTRALES",,452783.69,6223345.31,43.07,-0.03,8,"ASSEZ SURE"
650041,1750/05/26,"1 h","BIGORRE (JUNCALAS)","PYRENEES CENTRALES",REPLIQUE,461618.05,6241554.20,43.23,0.07,6,"INFORMATION ISOLÉE"
740159,1750/06/10,,"AVANT-PAYS SAVOYARD (RUMILLY)","ALPES SAVOYARDES",,928809.13,6533941.78,45.87,5.95,4.5,"INFORMATION ISOLÉE"
650044,1750/06/15,"12 h","BIGORRE (JUNCALAS)","PYRENEES CENTRALES",REPLIQUE,,,,,7,INCERTAINE
650053,1751/01/23,,"BIGORRE (LOURDES)","PYRENEES CENTRALES",,451139.75,6215990.54,43.00,-0.05,5.5,ARBITRAIRE
470005,1751/05/04,,"AGENAIS ?",GUYENNE,,503751.71,6375393.20,44.45,0.53,4,"INFORMATION ISOLÉE"
470004,1751/12/17,"3 h","AGENAIS ?",GUYENNE,,492842.69,6366481.17,44.37,0.40,3,"INFORMATION ISOLÉE"
310005,1752/01/12,"0 h 30 min","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,459502.89,6221236.14,43.05,0.05,7,ARBITRAIRE
370037,1752/02/02,"5 h 30 min","VALLEE DE LA LOIRE (TOURS)",TOURAINE,,525293.21,6702524.82,47.40,0.68,3,"INFORMATION ISOLÉE"
300002,1752/06/19,"6 h","GARRIGUES (NIMES)",CEVENNES,,809930.20,6304764.84,43.83,4.37,3.5,"INFORMATION ISOLÉE"
630011,1752/09/06,"3 h","LIMAGNE (CLERMONT-FERRAND)",AUVERGNE,,707762.73,6525970.34,45.83,3.10,5.5,INCERTAINE
290002,1753/12/06,"18 h","PAYS DE BREST (BREST)",BRETAGNE,"GROUPE DE SECOUSSES D UN ESSAIM",146762.57,6835460.95,48.38,-4.48,4,"INFORMATION ISOLÉE"
380006,1754/01/12,"22 h","CHARTREUSE (VOREPPE)",DAUPHINE,,906355.60,6470178.42,45.30,5.63,6.5,SURE
350004,1755/02/06,"0 h 7 min","MENE (MOHON ?)",BRETAGNE,,315164.64,6801484.98,48.20,-2.18,5.5,ARBITRAIRE
490038,1755/08/07,"22 h","VALLEE DE LA LOIRE (ST-FLORENT)",ANJOU,"GROUPE DE SECOUSSES D UN ESSAIM",396990.03,6703967.40,47.37,-1.02,5,"INFORMATION ISOLÉE"
660009,1755/12/27,"3 h 37 min","CONFLENT (PRADES)","PYRENEES ORIENTALES",,653420.00,6165012.11,42.58,2.43,6,"ASSEZ SURE"
660014,1755/12/27,"4 h 15 min","CONFLENT (PRADES)","PYRENEES ORIENTALES",REPLIQUE,649324.56,6166896.79,42.60,2.38,6,"ASSEZ SURE"
600001,1756/04/26,"9 h 15 min","BEAUVAISIS (GANNES)",PICARDIE,PRECURSEUR,657782.55,6940979.51,49.57,2.42,5,INCERTAINE
600002,1756/04/26,"15 h 30 min","BEAUVAISIS (HEDENCOURT)",PICARDIE,PRECURSEUR,648149.86,6942913.39,49.58,2.28,4.5,INCERTAINE
600005,1756/04/30,"21 h 15 min","BEAUVAISIS (WAVIGNIES)",PICARDIE,,654149.10,6939152.84,49.55,2.37,6,"ASSEZ SURE"
600008,1756/05/15,"1 h","BEAUVAISIS (SAINS-MORAINVILLERS)",PICARDIE,REPLIQUE,665019.73,6940930.62,49.57,2.52,4,INCERTAINE
600009,1756/05/15,"2 h","BEAUVAISIS (WAVIGNIES)",PICARDIE,REPLIQUE,654149.10,6939152.84,49.55,2.37,4.5,INCERTAINE
130032,1756/07/03,"2 h 20 min","BASSIN D'AIX-EN-PROVENCE (AIX-EN-PROVENCE)",PROVENCE,,898082.47,6273546.49,43.53,5.45,6,"INFORMATION ISOLÉE"
840008,1756/08/28,"5 h 30 min","COMTAT (CARPENTRAS)",VAUCLUSE,,864260.01,6330021.03,44.05,5.05,5,"INFORMATION ISOLÉE"
660018,1756/10/29,"16 h 30 min","PLAINE DU ROUSSILLON (PERPIGNAN)","PYRENEES ORIENTALES",,691796.37,6177826.85,42.70,2.90,4,"INFORMATION ISOLÉE"
900003,1757/01/18,"5 h 52 min","VOSGES COMTOISES (PLANCHER-LES-MINES)",FRANCHE-COMTE,,979552.07,6747306.89,47.77,6.73,6,"ASSEZ SURE"
380119,1757/09/15,"23 h","BAS-PLATEAUX DAUPHINOIS (PONT-DE-BEAUVOISIN)",DAUPHINE,,912183.02,6490747.69,45.48,5.72,4.5,INCERTAINE
760015,1757/10/28,"0 h 40 min","ESTUAIRE DE LA SEINE (LE HAVRE)",NORMANDIE,,492305.66,6937175.97,49.50,0.13,6,INCERTAINE
350005,1757/11/08,"12 h 15 min","BASSIN DE RENNES (RENNES)",BRETAGNE,,355080.64,6784154.46,48.07,-1.63,4,INCERTAINE
760058,1757/12/09,"18 h","ESTUAIRE DE LA SEINE (LE HAVRE)",NORMANDIE,REPLIQUE,492305.66,6937175.97,49.50,0.13,5.5,INCERTAINE
180006,1759/05/13,"1 h","CHAMPAGNE BERRICHONNE (ISSOUDUN)",BERRY,,602655.96,6587824.38,46.38,1.73,6,INCERTAINE
330009,1759/08/10,"22 h 10 min","ENTRE-DEUX-MERS, BORDELAIS",GUYENNE,,430292.28,6426297.13,44.88,-0.42,7.5,"ASSEZ SURE (SPONHEUER)"
330010,1759/08/16,"19 h","ENTRE-DEUX-MERS, BORDELAIS",GUYENNE,REPLIQUE,430292.28,6426297.13,44.88,-0.42,5,ARBITRAIRE
330014,1760/07/12,"1 h","ENTRE-DEUX-MERS, BORDELAIS",GUYENNE,,416976.73,6423181.82,44.85,-0.58,4.5,"INFORMATION ISOLÉE"
760052,1760/11,"5 h","PAYS DE CAUX (DIEPPE)",NORMANDIE,,562243.21,6981449.77,49.92,1.08,4,"INFORMATION ISOLÉE"
330016,1761/05/06,"22 h 15 min","BORDELAIS (BORDEAUX)",GUYENNE,,416976.73,6423181.82,44.85,-0.58,4,"INFORMATION ISOLÉE"
350006,1761/07/23,"23 h 45 min","BASSIN DE RENNES (RENNES ?)",BRETAGNE,,351582.41,6788071.77,48.10,-1.68,4,"INFORMATION ISOLÉE"
680028,1761/12/02,"17 h","PLAINE DE HAUTE-ALSACE (MULHOUSE)",ALSACE,,1024539.67,6747752.60,47.75,7.33,5,"INFORMATION ISOLÉE"
380008,1762/05/05,"21 h 28 min","BAS-PLATEAUX DAUPHINOIS (LA VERPILLIERE)",DAUPHINE,,867482.84,6506035.48,45.63,5.15,6,"INFORMATION ISOLÉE"
640165,1763/03/11,"22 h","PAYS BASQUE (BAYONNE)","PYRENEES OCCIDENTALES",PRECURSEUR,337343.81,6275214.09,43.48,-1.48,3,"INFORMATION ISOLÉE"
640166,1763/03/12,"4 h","PAYS BASQUE (BAYONNE)","PYRENEES OCCIDENTALES",,337343.81,6275214.09,43.48,-1.48,4,"INFORMATION ISOLÉE"
640167,1763/03/13,"1 h 30 min","BEARN (PAU)","PYRENEES OCCIDENTALES",,426738.33,6250363.45,43.30,-0.37,4,"INFORMATION ISOLÉE"
520043,1763/06/09,"20 h","PLATEAU DE LANGRES (LANGRES)",CHAMPAGNE,PRECURSEUR,874431.43,6754385.46,47.87,5.33,3.5,"INFORMATION ISOLÉE"
520042,1763/06/10,"21 h 5 min","PLATEAU DE LANGRES (LANGRES)",CHAMPAGNE,,874431.43,6754385.46,47.87,5.33,5.5,"INFORMATION ISOLÉE"
520044,1763/06/10,"9 h","PLATEAU DE LANGRES (LANGRES)",CHAMPAGNE,PRECURSEUR,874431.43,6754385.46,47.87,5.33,4,"INFORMATION ISOLÉE"
840011,1763/07/12,"7 h","LUBERON OCCIDENTAL (MENERBES)",VAUCLUSE,,878286.89,6306316.12,43.83,5.22,6.5,"ASSEZ SURE"
670139,1763/09/04,"10 h 45 min","OUTRE-FORET (LAUTERBOURG)",ALSACE,,1070482.76,6889676.89,49.00,8.07,6,"ASSEZ SURE"
800005,1765/02/14,,"PONTHIEU ET VIMEU (MAISNIERES ?)",PICARDIE,,603156.85,6991738.48,50.02,1.65,4,INCERTAINE
870011,1765/04/08,"22 h 5 min","BASSE-MARCHE (N-E. BELLAC)",LIMOUSIN,"GROUPE DE SECOUSSES D UN ESSAIM",554654.39,6562864.85,46.15,1.12,4.5,ARBITRAIRE
90001,1765/05/19,"11 h","COUSERANS (ARROUT)","PYRENEES CENTRALES",,537916.92,6203953.07,42.92,1.02,6,INCERTAINE
630013,1765/07/14,"3 h","LIMAGNE (RIOM)",AUVERGNE,,709048.34,6531524.63,45.88,3.12,5.5,"INFORMATION ISOLÉE"
690027,1766/07,,"LYONNAIS (LYON)",FOREZ-LYONNAIS,,843770.88,6520246.73,45.77,4.85,3,"INFORMATION ISOLÉE"
50006,1766/07/08,"15 h","BRIANCONNAIS (BRIANCON)","ALPES DAUPHINOISES","GROUPE DE SECOUSSES D UN ESSAIM",985993.31,6415904.84,44.78,6.62,5,INCERTAINE
690002,1766/09/23,"6 h","DOMBES (FAREINS ?)","BRESSE ET JURA BRESSAN",,835344.54,6549675.34,46.03,4.75,4,INCERTAINE
440012,1767/04/07,"1 h 30 min","PAYS DE RETZ (BOURGNEUF-EN-RETZ)","PAYS NANTAIS ET VENDEEN",,324345.09,6671011.54,47.03,-1.95,6,INCERTAINE
130135,1768/01/08,,"ETANG DE BERRE",PROVENCE,,880727.00,6267471.84,43.48,5.23,3.5,"INFORMATION ISOLÉE"
640168,1768/04/03,"2 h 15 min",BEARN,"PYRENEES OCCIDENTALES",,398573.38,6227512.71,43.08,-0.70,7,ARBITRAIRE
840012,1769/11/18,"4 h","COMTAT (BEDARRIDES)",VAUCLUSE,,846902.47,6329594.12,44.05,4.83,7,"ASSEZ SURE"
760019,1769/12/01,"18 h 30 min","PAYS DE CAUX (VEULES)",NORMANDIE,,541729.07,6976416.87,49.87,0.80,6.5,INCERTAINE
760020,1769/12/01,"19 h","PAYS DE CAUX (VEULES)",NORMANDIE,REPLIQUE,542825.23,6972674.53,49.83,0.82,3,"INFORMATION ISOLÉE"
840081,1769/12/21,"14 h 30 min","COMTAT (BEDARRIDES)",VAUCLUSE,,846902.47,6329594.12,44.05,4.83,7,INCERTAINE
760025,1770/02/26,"18 h 30 min","PAYS DE CAUX (VEULES)",NORMANDIE,REPLIQUE,541729.07,6976416.87,49.87,0.80,5,INCERTAINE
10001,1770/07/29,"17 h","BUGEY (BELLEY)","BRESSE ET JURA BRESSAN","GROUPE DE SECOUSSES D UN ESSAIM",908511.46,6522105.32,45.77,5.68,5,ARBITRAIRE
850054,1770/11/24,"23 h","MARAIS POITEVIN (LUCON)","PAYS NANTAIS ET VENDEEN",,373927.18,6603224.48,46.45,-1.25,5,INCERTAINE
790032,1772/01/02,"6 h","GATINE (PARTHENAY)",POITOU,PRECURSEUR,451514.12,6621772.98,46.65,-0.25,5.5,"INFORMATION ISOLÉE"
790006,1772/01/09,"7 h","GATINE (PARTHENAY)",POITOU,,451514.12,6621772.98,46.65,-0.25,7.5,INCERTAINE
120019,1772/03/06,,"PAYS RUTHENOIS (RODEZ) ?",QUERCY-ROUERGUE,,665457.58,6361313.54,44.35,2.57,3.5,"INFORMATION ISOLÉE"
370011,1772/03/08,"12 h","CHINONAIS (ANCHE)",TOURAINE,,494183.81,6675732.52,47.15,0.28,4,"ASSEZ SURE"
260018,1772/06/11,"5 h","TRICASTIN (CLANSAYES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",844757.94,6364735.60,44.37,4.82,5.5,"INFORMATION ISOLÉE"
430010,1772/06/24,"9 h 36 min","VELAY (LE PUY)",AUVERGNE,,769563.22,6437510.19,45.03,3.88,6,INCERTAINE
170029,1772/07/31,"14 h 40 min","AUNIS (LA ROCHELLE)",CHARENTES,,371050.28,6573722.54,46.18,-1.27,4,ARBITRAIRE
760026,1772/12/23,"6 h 37 min","ESTUAIRE DE LA SEINE (LE HAVRE)",NORMANDIE,,492305.66,6937175.97,49.50,0.13,4,INCERTAINE
660021,1772/12/25,"23 h 30 min","VALLESPIR (PRATS-DE-MOLLO)","PYRENEES ORIENTALES",,650609.64,6155762.72,42.50,2.40,6,INCERTAINE
260021,1773/01/16,"16 h 30 min","TRICASTIN (CLANSAYES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",842102.24,6364675.05,44.37,4.78,5.5,INCERTAINE
260022,1773/01/18,"7 h","TRICASTIN (CLANSAYES)",DAUPHINE,"GROUPE DE SECOUSSES D UN ESSAIM",843430.10,6364705.18,44.37,4.80,6,INCERTAINE
260199,1773/01/18,"20 h 15 min","TRICASTIN (CLANSAYES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",843430.10,6364705.18,44.37,4.80,6.5,INCERTAINE
260200,1773/01/19,,"TRICASTIN (CLANSAYES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",844757.94,6364735.60,44.37,4.82,3,"INFORMATION ISOLÉE"
260202,1773/01/21,,"TRICASTIN (CLANSAYES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",844757.94,6364735.60,44.37,4.82,3,"INFORMATION ISOLÉE"
260203,1773/01/22,,"TRICASTIN (CLANSAYES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",844757.94,6364735.60,44.37,4.82,3,"INFORMATION ISOLÉE"
260023,1773/01/23,"16 h","TRICASTIN (CLANSAYES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",843430.10,6364705.18,44.37,4.80,7,INCERTAINE
260030,1773/02/07,"1 h 45 min","TRICASTIN (CLANSAYES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",843430.10,6364705.18,44.37,4.80,6,INCERTAINE
260204,1773/02/15,"11 h 30 min","TRICASTIN (CLANSAYES)",DAUPHINE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",844757.94,6364735.60,44.37,4.82,5,"INFORMATION ISOLÉE"
260032,1773/02/22,"8 h 30 min","TRICASTIN (CLANSAYES)",DAUPHINE,"GROUPE DE SECOUSSES D UN ESSAIM",844757.94,6364735.60,44.37,4.82,6,"INFORMATION ISOLÉE"
260033,1773/02/24,"8 h","TRICASTIN (CLANSAYES)",DAUPHINE,"GROUPE DE SECOUSSES D UN ESSAIM",844757.94,6364735.60,44.37,4.82,5.5,"INFORMATION ISOLÉE"
260034,1773/02/25,,"TRICASTIN (CLANSAYES)",DAUPHINE,"GROUPE DE SECOUSSES D UN ESSAIM",846128.69,6362915.23,44.35,4.83,6,INCERTAINE
640172,1773/09,"22 h","OSSAU (LARUNS)","PYRENEES OCCIDENTALES",,419639.21,6211720.07,42.95,-0.43,5,"INFORMATION ISOLÉE"
640173,1773/10/17,"10 h 50 min","BEARN (OLORON-SAINTE-MARIE)","PYRENEES OCCIDENTALES",,406967.68,6232689.45,43.13,-0.60,6.5,INCERTAINE
50008,1773/12/31,"1 h 15 min","QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES",,987906.33,6403020.42,44.67,6.63,6,SURE
650058,1775/04/30,"21 h 30 min","BIGORRE (LA BARTHE-DE-NESTE)","PYRENEES CENTRALES",,461671.61,6206319.52,42.92,0.08,6,ARBITRAIRE
200001,1775/10/06,"7 h 35 min","PAYS D'AJACCIO (VICO)",CORSE,PRECURSEUR,1179737.26,6136114.32,42.17,8.80,5.5,"INFORMATION ISOLÉE"
200002,1775/10/22,"2 h 12 min","PAYS D'AJACCIO (VICO)",CORSE,,1179737.26,6136114.32,42.17,8.80,7,"ASSEZ SURE"
140007,1775/12/30,"10 h 34 min","PLAINE DE CAEN (CAEN)",NORMANDIE,"GROUPE DE SECOUSSES D UN ESSAIM",456948.75,6901454.05,49.17,-0.33,7,SURE
660022,1776/04/25,"1 h","PLAINE DU ROUSSILLON (PERPIGNAN)","PYRENEES ORIENTALES",,691796.37,6177826.85,42.70,2.90,3,"INFORMATION ISOLÉE"
170032,1776/04/30,"5 h 20 min","MARAIS POITEVIN (LUCON)","PAYS NANTAIS ET VENDEEN",,368311.67,6594261.29,46.37,-1.32,5.5,"ASSEZ SURE"
140025,1776/05/23,"16 h","PLAINE DE CAEN (CAEN)",NORMANDIE,REPLIQUE,454598.67,6903409.22,49.18,-0.37,3.5,"INFORMATION ISOLÉE"
90004,1777/02/04,"6 h","CAPCIR (QUERIGUT)","PYRENEES CENTRALES",,624823.22,6180111.75,42.72,2.08,6,"INFORMATION ISOLÉE"
40211,1777/12/09,,"MOYENNE-DURANCE (MANOSQUE)","ALPES PROVENCALES",,923846.98,6307759.07,43.83,5.78,3,"INFORMATION ISOLÉE"
650412,1778/06/07,"7 h 53 min","BIGORRE (ST-PE-DE-BIGORRE)","PYRENEES CENTRALES",,442071.27,6227475.04,43.10,-0.17,7,INCERTAINE
880082,1778/10/25,,"HAUTES-VOSGES (REMIREMONT ?)",VOSGES,,968309.11,6774593.11,48.02,6.60,4,"INFORMATION ISOLÉE"
90005,1779/10/20,"9 h","COUSERANS (ST-GIRONS)","PYRENEES CENTRALES",PRECURSEUR,548984.84,6211099.59,42.98,1.15,2.5,"INFORMATION ISOLÉE"
90006,1779/10/20,"9 h 45 min","COUSERANS (ST-GIRONS)","PYRENEES CENTRALES",,548984.84,6211099.59,42.98,1.15,6,"INFORMATION ISOLÉE"
170125,1779/11/04,"6 h 15 min","AUNIS (LA ROCHELLE)",CHARENTES,,379939.40,6571394.93,46.17,-1.15,3,"INFORMATION ISOLÉE"
50010,1780/01/20,"0 h 30 min","QUEYRAS (MONT-DAUPHIN)","ALPES DAUPHINOISES",,986586.64,6402959.79,44.67,6.62,5,INCERTAINE
650502,1780/02,,"NEBOUZAN (AVEZAC-PRAT-LAHITTE)","PYRENEES CENTRALES",,482654.78,6222266.70,43.07,0.33,5,"INFORMATION ISOLÉE"
760056,1780/02/12,"22 h 30 min","ESTUAIRE DE LA SEINE (LE HAVRE)",NORMANDIE,,492305.66,6937175.97,49.50,0.13,3,"INFORMATION ISOLÉE"
860007,1780/05/02,"3 h 20 min","MARAIS POITEVIN (LUCON)","PAYS NANTAIS ET VENDEEN",,370094.80,6603432.16,46.45,-1.30,6.5,"ASSEZ SURE"
700002,1780/10/31,"3 h 15 min","PLATEAU DE HAUTE-SAONE (VESOUL)",FRANCHE-COMTE,,913057.13,6720448.17,47.55,5.83,5,"ASSEZ SURE"
170127,1780/12/26,"1 h","AUNIS (LA ROCHELLE)",CHARENTES,,379939.40,6571394.93,46.17,-1.15,3.5,"INFORMATION ISOLÉE"
300033,1781/04/02,"1 h 30 min","GARRIGUES (SOMMIERES)",CEVENNES,,801916.96,6302778.96,43.82,4.27,5,INCERTAINE
850004,1781/04/16,"12 h","PLAINE VENDEENNE (N. FONTENAY-LE-COMTE)","PAYS NANTAIS ET VENDEEN",,408958.54,6612557.22,46.55,-0.80,4,ARBITRAIRE
170128,1781/08/03,"15 h 10 min","AUNIS (LA ROCHELLE)",CHARENTES,,379939.40,6571394.93,46.17,-1.15,3,"INFORMATION ISOLÉE"
170101,1782/04/05,"7 h 10 min","AUNIS (LA ROCHELLE)",CHARENTES,,379939.40,6571394.93,46.17,-1.15,3,"INFORMATION ISOLÉE"
380010,1782/08/15,"16 h","BELLEDONNE (URIAGE)",DAUPHINE,,922619.32,6454072.83,45.15,5.83,6,INCERTAINE
380011,1782/12/09,"3 h","BAS-PLATEAUX DAUPHINOIS (ST-MARCELLIN)",DAUPHINE,,888358.11,6460345.12,45.22,5.40,5,"ASSEZ SURE"
660023,1783/02/02,,"VALLESPIR (PRATS-DE-MOLLO)","PYRENEES ORIENTALES",,657396.49,6144589.50,42.40,2.48,7,INCERTAINE
130039,1783/03/25,"3 h","BASSE-DURANCE (MALLEMORT)",PROVENCE,"GROUPE DE SECOUSSES D UN ESSAIM",875913.75,6295132.99,43.73,5.18,5,INCERTAINE
380013,1783/06/21,"18 h","BELLEDONNE (MONTALIEU)",DAUPHINE,,932117.40,6480352.76,45.38,5.97,5.5,"INFORMATION ISOLÉE"
210005,1783/07/06,"9 h 56 min","VALLEE DE L'OUCHE (BLIGNY)",BOURGOGNE,,823872.67,6667919.16,47.10,4.63,6,"ASSEZ SURE"
210034,1783/07/06,"3 h","COTE DIJONNAISE (DIJON)",BOURGOGNE,,853583.12,6692682.34,47.32,5.03,3.5,"INFORMATION ISOLÉE"
170033,1783/09/07,"13 h 30 min","AUNIS (LA ROCHELLE)",CHARENTES,,365611.05,6568458.23,46.13,-1.33,4,INCERTAINE
590004,1783/12/09,"4 h","CAMBRESIS (CAMBRAI)",FLANDRE-ARTOIS,,716684.25,7009493.06,50.18,3.23,6,INCERTAINE
880085,1784/06/19,,"HAUTES-VOSGES (FRAIZE)",VOSGES,,997159.16,6794525.46,48.18,7.00,4,"INFORMATION ISOLÉE"
640188,1784/08/10,"11 h 10 min","BEARN (OLORON-SAINTE-MARIE)","PYRENEES OCCIDENTALES",,411201.37,6236207.44,43.17,-0.55,6,SURE
650060,1784/08/23,,"BIGORRE (BAREGES)","PYRENEES CENTRALES",,458879.91,6204568.61,42.90,0.05,3,"ASSEZ SURE"
650061,1784/08/27,"9 h","BIGORRE (VIEY)","PYRENEES CENTRALES",,456086.70,6202818.88,42.88,0.02,3.5,"INFORMATION ISOLÉE"
50104,1784/09/11,"6 h 15 min","QUEYRAS (MONT-DAUPHIN)","ALPES DAUPHINOISES",,986586.64,6402959.79,44.67,6.62,4,"INFORMATION ISOLÉE"
380016,1784/10/15,"12 h 3 min","MASSIF DE LA CHARTREUSE (S. CHAMBERY)","ALPES SAVOYARDES",,926359.93,6494956.31,45.52,5.90,6.5,INCERTAINE
680031,1784/11/29,"22 h 10 min","SUNDGAU (ALTKIRCH ?)",ALSACE,,1019101.56,6732621.32,47.62,7.25,6,INCERTAINE
380017,1784/12/03,"16 h","BELLEDONNE (ALLEVARD ?)",DAUPHINE,,939865.84,6482501.23,45.40,6.07,4,INCERTAINE
50013,1784/12/09,"9 h 10 min","BRIANCONNAIS (BRIANCON)","ALPES DAUPHINOISES",,986714.23,6428909.85,44.90,6.63,4.5,"INFORMATION ISOLÉE"
170035,1785/02/20,"22 h 30 min","AUNIS (LA ROCHELLE)",CHARENTES,,379939.40,6571394.93,46.17,-1.15,2.5,"INFORMATION ISOLÉE"
50016,1785/04/29,"10 h 45 min","QUEYRAS (MONT-DAUPHIN)","ALPES DAUPHINOISES",,987991.48,6401171.05,44.65,6.63,6,"ASSEZ SURE"
170036,1785/09/07,"22 h 30 min","AUNIS (LA ROCHELLE)",CHARENTES,,379939.40,6571394.93,46.17,-1.15,3,"INFORMATION ISOLÉE"
630014,1785/12/18,,"LIMAGNE (RIOM)",AUVERGNE,,707758.04,6529672.09,45.87,3.10,4,INCERTAINE
30038,1786/02/16,"18 h","HAUTE-MARCHE (MONTLUCON)",BOURBONNAIS,,671785.96,6579705.63,46.32,2.63,4,INCERTAINE
10035,1786/03/26,"22 h 10 min","BUGEY (BELLEY)","BRESSE ET JURA BRESSAN",,908511.46,6522105.32,45.77,5.68,4,"INFORMATION ISOLÉE"
340030,1786/04/04,"12 h","BASSE-PLAINE DE L'HERAULT (MONTAGNAC)",LANGUEDOC,,741827.41,6263200.29,43.47,3.52,5,"ASSEZ SURE"
170037,1786/11/18,"10 h 30 min","AUNIS (LA ROCHELLE)",CHARENTES,,379939.40,6571394.93,46.17,-1.15,3.5,"INFORMATION ISOLÉE"
130041,1786/12/01,"19 h 30 min","BASSIN D'AIX-EN-PROVENCE (FUVEAU ?)",PROVENCE,PRECURSEUR,903588.75,6270013.03,43.50,5.52,3,INCERTAINE
130042,1786/12/02,"11 h 45 min","BASSE-DURANCE (S-W JOUQUES ?)",PROVENCE,,911245.85,6283235.64,43.62,5.62,4.5,INCERTAINE
650062,1789/06/10,"9 h 30 min","BIGORRE (BAREGES)","PYRENEES CENTRALES",,460241.57,6204517.86,42.90,0.07,3,"INFORMATION ISOLÉE"
650063,1789/06/17,"9 h 30 min","BIGORRE (BAREGES)","PYRENEES CENTRALES",,460241.57,6204517.86,42.90,0.07,3,"INFORMATION ISOLÉE"
260044,1790/01/24,"4 h","TRICASTIN (TULETTE)",DAUPHINE,,854233.79,6357552.34,44.30,4.93,5,INCERTAINE
210007,1791/05/17,"23 h 34 min","COTE DIJONNAISE (NUITS-SAINT-GEORGES)",BOURGOGNE,,842741.12,6672042.73,47.13,4.88,6,ARBITRAIRE
440013,1791/06/21,"2 h","PAYS DE NANTES (NANTES)","PAYS NANTAIS ET VENDEEN",,355838.71,6689515.23,47.22,-1.55,3.5,"INFORMATION ISOLÉE"
380125,1791/07/07,"6 h","VERCORS (MONTEYNARD)",DAUPHINE,,912843.42,6433356.12,44.97,5.70,5,"INFORMATION ISOLÉE"
230046,1793/12/24,,"COMBRAILLE (CHAMBON-SUR-VOUEIZE)",BOURBONNAIS,,655004.95,6564999.32,46.18,2.42,5,"INFORMATION ISOLÉE"
290041,1795/08/19,"9 h","CORNOUAILLE (PONT-L'ABBE)",BRETAGNE,,161180.73,6776447.53,47.87,-4.22,5,INCERTAINE
